query	entrezgene	name	symbol	alias	taxid	HGNC
UBD	10537	ubiquitin D	UBD	FAT10, GABBR1, UBD-3	9606	HGNC:18795
UBE2A	7319	ubiquitin conjugating enzyme E2 A	UBE2A	HHR6A, MRXS30, MRXSN, RAD6A, UBC2	9606	HGNC:12472
UBE2B	7320	ubiquitin conjugating enzyme E2 B	UBE2B	E2-17kDa, HHR6B, HR6B, RAD6B, UBC2	9606	HGNC:12473
UBE2C	11065	ubiquitin conjugating enzyme E2 C	UBE2C	UBCH10, dJ447F3.2	9606	HGNC:15937
UBE2D1	7321	ubiquitin conjugating enzyme E2 D1	UBE2D1	E2(17)KB1, SFT, UBC4/5, UBCH5, UBCH5A	9606	HGNC:12474
UBE2D2	7322	ubiquitin conjugating enzyme E2 D2	UBE2D2	E2(17)KB2, PUBC1, UBC4, UBC4/5, UBCH4	9606	HGNC:12475
UBE2D3	7323	ubiquitin conjugating enzyme E2 D3	UBE2D3	E2(17)KB3, UBC4/5, UBCH5C	9606	HGNC:12476
UBE2D4	51619	ubiquitin conjugating enzyme E2 D4 (putative)	UBE2D4	HBUCE1	9606	HGNC:21647
UBE2E1	7324	ubiquitin conjugating enzyme E2 E1	UBE2E1	UBCH6	9606	HGNC:12477
UBE2E2	7325	ubiquitin conjugating enzyme E2 E2	UBE2E2	UBCH8	9606	HGNC:12478
UBE2E3	10477	ubiquitin conjugating enzyme E2 E3	UBE2E3	UBCH9, UbcM2	9606	HGNC:12479
UBE2E4P	286480	ubiquitin conjugating enzyme E2 E4 pseudogene	UBE2E4P	UbcM2	9606	HGNC:32199
UBE2F	140739	ubiquitin conjugating enzyme E2 F (putative)	UBE2F	NCE2	9606	HGNC:12480
UBE2F-SCLY	100533179	UBE2F-SCLY readthrough (NMD candidate)	UBE2F-SCLY		9606	HGNC:48339
UBE2G1	7326	ubiquitin conjugating enzyme E2 G1	UBE2G1	E217K, UBC7, UBE2G	9606	HGNC:12482
UBE2G2	7327	ubiquitin conjugating enzyme E2 G2	UBE2G2	UBC7	9606	HGNC:12483
UBE2H	7328	ubiquitin conjugating enzyme E2 H	UBE2H	E2-20K, GID3, UBC8, UBCH, UBCH2	9606	HGNC:12484
UBE2I	7329	ubiquitin conjugating enzyme E2 I	UBE2I	C358B7.1, P18, UBC9	9606	HGNC:12485
UBE2J1	51465	ubiquitin conjugating enzyme E2 J1	UBE2J1	CGI-76, HSPC153, HSPC205, HSU93243, NCUBE-1	9606	HGNC:17598
UBE2J2	118424	ubiquitin conjugating enzyme E2 J2	UBE2J2	NCUBE-2, NCUBE2, PRO2121	9606	HGNC:19268
HIP2	3093	ubiquitin conjugating enzyme E2 K	UBE2K	E2-25K, HIP2, HYPG, LIG, UBC1	9606	HGNC:4914
UBE2K	3093	ubiquitin conjugating enzyme E2 K	UBE2K	E2-25K, HIP2, HYPG, LIG, UBC1	9606	HGNC:4914
UBE2L2	100506424	ubiquitin conjugating enzyme E2 L2 (pseudogene)	UBE2L2		9606	HGNC:12487
UBE2L3	7332	ubiquitin conjugating enzyme E2 L3	UBE2L3	E2-F1, L-UBC, UBCH7, UbcM4	9606	HGNC:12488
UBE2L6	9246	ubiquitin conjugating enzyme E2 L6	UBE2L6	RIG-B, UBCH8	9606	HGNC:12490
UBE2M	9040	ubiquitin conjugating enzyme E2 M	UBE2M	UBC-RS2, UBC12, hUbc12	9606	HGNC:12491
UBE2MP1	606551	ubiquitin conjugating enzyme E2 M pseudogene 1	UBE2MP1		9606	HGNC:32195
UBE2N	7334	ubiquitin conjugating enzyme E2 N	UBE2N	HEL-S-71, UBC13, UBCHBEN; UBC13, UbcH-ben, UbcH13	9606	HGNC:12492
UBE2NL	389898	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	UBE2NL	Li174	9606	HGNC:31710
UBE2O	63893	ubiquitin conjugating enzyme E2 O	UBE2O	E2-230K	9606	HGNC:29554
UBE2Q1	55585	ubiquitin conjugating enzyme E2 Q1	UBE2Q1	GTAP, NICE-5, NICE5, PRO3094, UBE2Q	9606	HGNC:15698
UBE2Q2	92912	ubiquitin conjugating enzyme E2 Q2	UBE2Q2		9606	HGNC:19248
UBE2Q2P1	388165	ubiquitin conjugating enzyme E2 Q2 pseudogene 1	UBE2Q2P1	UBE2QP1	9606	HGNC:37439
UBE2QL1	134111	ubiquitin conjugating enzyme E2 Q family like 1	UBE2QL1		9606	HGNC:37269
UBE2R2	54926	ubiquitin conjugating enzyme E2 R2	UBE2R2	CDC34B, E2-CDC34B, UBC3B	9606	HGNC:19907
UBE2S	27338	ubiquitin conjugating enzyme E2 S	UBE2S	E2-EPF, E2EPF, EPF5	9606	HGNC:17895
UBE2T	29089	ubiquitin conjugating enzyme E2 T	UBE2T	FANCT, HSPC150, PIG50	9606	HGNC:25009
UBE2U	148581	ubiquitin conjugating enzyme E2 U	UBE2U		9606	HGNC:28559
UBE2V1	7335	ubiquitin conjugating enzyme E2 V1	UBE2V1	CIR1, CROC-1, CROC1, UBE2V, UEV-1	9606	HGNC:12494
UBE2V2	7336	ubiquitin conjugating enzyme E2 V2	UBE2V2	DDVIT1, DDVit-1, EDAF-1, EDPF-1, EDPF1	9606	HGNC:12495
UBE2W	55284	ubiquitin conjugating enzyme E2 W	UBE2W	UBC-16, UBC16	9606	HGNC:25616
UBE2Z	65264	ubiquitin conjugating enzyme E2 Z	UBE2Z	HOYS7, USE1	9606	HGNC:25847
UBE3A	7337	ubiquitin protein ligase E3A	UBE3A	ANCR, AS, E6-AP, EPVE6AP, HPVE6A	9606	HGNC:12496
UBE3B	89910	ubiquitin protein ligase E3B	UBE3B	BPIDS, KOS	9606	HGNC:13478
UBE3C	9690	ubiquitin protein ligase E3C	UBE3C	HECTH2	9606	HGNC:16803
C6ORF157	90025	ubiquitin protein ligase E3D	UBE3D	C6orf157, H10BH, UBE2CBP, YJR141W	9606	HGNC:21381
UBE3D	90025	ubiquitin protein ligase E3D	UBE3D	C6orf157, H10BH, UBE2CBP, YJR141W	9606	HGNC:21381
UBE4A	9354	ubiquitination factor E4A	UBE4A	E4, UBOX2, UFD2	9606	HGNC:12499
UBE4B	10277	ubiquitination factor E4B	UBE4B	E4, HDNB1, UBOX3, UFD2, UFD2A	9606	HGNC:12500
UBFD1	56061	ubiquitin family domain containing 1	UBFD1	UBPH	9606	HGNC:30565
UBIAD1	29914	UbiA prenyltransferase domain containing 1	UBIAD1	SCCD, TERE1	9606	HGNC:30791
UBL3	5412	ubiquitin like 3	UBL3	HCG-1, PNSC1	9606	HGNC:12504
UBL4A	8266	ubiquitin like 4A	UBL4A	DX254E, DXS254E, G6PD, GDX, GET5	9606	HGNC:12505
UBL4B	164153	ubiquitin like 4B	UBL4B		9606	HGNC:32309
UBL5	59286	ubiquitin like 5	UBL5	HUB1	9606	HGNC:13736
UBL7	84993	ubiquitin like 7	UBL7	BMSC-UbP, TCBA1	9606	HGNC:28221
UBLCP1	134510	ubiquitin like domain containing CTD phosphatase 1	UBLCP1	CPUB1	9606	HGNC:28110
UBN1	29855	ubinuclein 1	UBN1	VT, VT4	9606	HGNC:12506
UBN2	254048	ubinuclein 2	UBN2		9606	HGNC:21931
UBOX5	22888	U-box domain containing 5	UBOX5	RNF37, UBCE7IP5, UIP5, hUIP5	9606	HGNC:17777
UBP1	7342	upstream binding protein 1	UBP1	LBP-1B, LBP-1a, LBP1A, LBP1B	9606	HGNC:12507
UBQLN1	29979	ubiquilin 1	UBQLN1	DA41, DSK2, PLIC-1, UBQN, XDRP1	9606	HGNC:12508
UBQLN2	29978	ubiquilin 2	UBQLN2	ALS15, CHAP1, DSK2, HRIHFB2157, N4BP4	9606	HGNC:12509
UBQLN3	50613	ubiquilin 3	UBQLN3	TUP-1	9606	HGNC:12510
UBQLN4	56893	ubiquilin 4	UBQLN4	A1U, A1Up, C1orf6, CIP75, UBIN	9606	HGNC:1237
UBQLNL	143630	ubiquilin like	UBQLNL		9606	HGNC:28294
UBR1	197131	ubiquitin protein ligase E3 component n-recognin 1	UBR1	JBS	9606	HGNC:16808
UBR2	23304	ubiquitin protein ligase E3 component n-recognin 2	UBR2	C6orf133, bA49A4.1, dJ242G1.1, dJ392M17.3	9606	HGNC:21289
UBR3	130507	ubiquitin protein ligase E3 component n-recognin 3	UBR3	ZNF650	9606	HGNC:30467
ZNF650	130507	ubiquitin protein ligase E3 component n-recognin 3	UBR3	ZNF650	9606	HGNC:30467
UBR4	23352	ubiquitin protein ligase E3 component n-recognin 4	UBR4	RBAF600, ZUBR1, p600	9606	HGNC:30313
UBR5	51366	ubiquitin protein ligase E3 component n-recognin 5	UBR5	DD5, EDD, EDD1, HYD	9606	HGNC:16806
C14ORF130	55148	ubiquitin protein ligase E3 component n-recognin 7	UBR7	C14orf130, LICAS	9606	HGNC:20344
UBR7	55148	ubiquitin protein ligase E3 component n-recognin 7	UBR7	C14orf130, LICAS	9606	HGNC:20344
UBTD1	80019	ubiquitin domain containing 1	UBTD1		9606	HGNC:25683
UBTD2	92181	ubiquitin domain containing 2	UBTD2	DCUBP	9606	HGNC:24463
UBTF	7343	upstream binding transcription factor	UBTF	CONDBA, NOR-90, UBF, UBF-1, UBF1	9606	HGNC:12511
UBTFL1	642623	upstream binding transcription factor like 1	UBTFL1	C11orf27, HMGPI	9606	HGNC:14533
UBXN1	51035	UBX domain protein 1	UBXN1	2B28, SAKS1, UBXD10	9606	HGNC:18402
UBXD3	127733	UBX domain protein 10	UBXN10	UBXD3	9606	HGNC:26354
UBXN10	127733	UBX domain protein 10	UBXN10	UBXD3	9606	HGNC:26354
UBXD5	91544	UBX domain protein 11	UBXN11	COA-1, PP2243, SOC, SOCI, UBXD5	9606	HGNC:30600
UBXN11	91544	UBX domain protein 11	UBXN11	COA-1, PP2243, SOC, SOCI, UBXD5	9606	HGNC:30600
UBXD4	165324	UBX domain protein 2A	UBXN2A	UBXD4	9606	HGNC:27265
UBXN2A	165324	UBX domain protein 2A	UBXN2A	UBXD4	9606	HGNC:27265
UBXN2B	137886	UBX domain protein 2B	UBXN2B	p37	9606	HGNC:27035
UBXD2	23190	UBX domain protein 4	UBXN4	UBXD2, UBXDC1, erasin	9606	HGNC:14860
UBXN4	23190	UBX domain protein 4	UBXN4	UBXD2, UBXDC1, erasin	9606	HGNC:14860
UBXD1	80700	UBX domain protein 6	UBXN6	UBXD1, UBXDC2	9606	HGNC:14928
UBXN6	80700	UBX domain protein 6	UBXN6	UBXD1, UBXDC2	9606	HGNC:14928
UBXD7	26043	UBX domain protein 7	UBXN7	UBXD7	9606	HGNC:29119
UBXN7	26043	UBX domain protein 7	UBXN7	UBXD7	9606	HGNC:29119
UBXD6	7993	UBX domain protein 8	UBXN8	D8S2298E, REP8, UBXD6	9606	HGNC:30307
UBXN8	7993	UBX domain protein 8	UBXN8	D8S2298E, REP8, UBXD6	9606	HGNC:30307
UCHL1	7345	ubiquitin C-terminal hydrolase L1	UCHL1	HEL-117, HEL-S-53, NDGOA, PARK5, PGP 9.5	9606	HGNC:12513
UCHL3	7347	ubiquitin C-terminal hydrolase L3	UCHL3	UCH-L3	9606	HGNC:12515
UCHL5	51377	ubiquitin C-terminal hydrolase L5	UCHL5	CGI-70, INO80R, UCH-L5, UCH37	9606	HGNC:19678
UCK1	83549	uridine-cytidine kinase 1	UCK1	URK1	9606	HGNC:14859
UCK2	7371	uridine-cytidine kinase 2	UCK2	TSA903, UK, UMPK	9606	HGNC:12562
UCKL1	54963	uridine-cytidine kinase 1 like 1	UCKL1	UCK1L, URKL1	9606	HGNC:15938
UCMA	221044	upper zone of growth plate and cartilage matrix associated	UCMA	C10orf49, GRP, GRP/UCMA	9606	HGNC:25205
UCN	7349	urocortin	UCN	UI, UROC	9606	HGNC:12516
UCN2	90226	urocortin 2	UCN2	SRP, UCN-II, UCNI, UR, URP	9606	HGNC:18414
UCN3	114131	urocortin 3	UCN3	SCP, SPC, UCNIII	9606	HGNC:17781
UCP1	7350	uncoupling protein 1	UCP1	SLC25A7, UCP	9606	HGNC:12517
UCP2	7351	uncoupling protein 2	UCP2	BMIQ4, SLC25A8, UCPH	9606	HGNC:12518
UCP3	7352	uncoupling protein 3	UCP3	SLC25A9	9606	HGNC:12519
UEVLD	55293	UEV and lactate/malate dehyrogenase domains	UEVLD	ATTP, UEV3	9606	HGNC:30866
UFC1	51506	ubiquitin-fold modifier conjugating enzyme 1	UFC1	HSPC155, NEDSG	9606	HGNC:26941
UFD1L	7353	ubiquitin recognition factor in ER associated degradation 1	UFD1	UFD1L	9606	HGNC:12520
KIAA0776	23376	UFM1 specific ligase 1	UFL1	KIAA0776, Maxer, NLBP, RCAD	9606	HGNC:23039
UFL1	23376	UFM1 specific ligase 1	UFL1	KIAA0776, Maxer, NLBP, RCAD	9606	HGNC:23039
UFM1	51569	ubiquitin fold modifier 1	UFM1	BM-002, C13orf20, HLD14	9606	HGNC:20597
UFSP1	402682	UFM1 specific peptidase 1 (inactive)	UFSP1	UFSP	9606	HGNC:33821
C4ORF20	55325	UFM1 specific peptidase 2	UFSP2	BHD, C4orf20, SEMDDR	9606	HGNC:25640
UFSP2	55325	UFM1 specific peptidase 2	UFSP2	BHD, C4orf20, SEMDDR	9606	HGNC:25640
UGCG	7357	UDP-glucose ceramide glucosyltransferase	UGCG	GCS, GLCT1	9606	HGNC:12524
UGDH	7358	UDP-glucose 6-dehydrogenase	UGDH	DEE84, EIEE84, GDH, UDP-GlcDH, UDPGDH	9606	HGNC:12525
UGCGL1	56886	UDP-glucose glycoprotein glucosyltransferase 1	UGGT1	HUGT1, UGCGL1, UGT1	9606	HGNC:15663
UGGT1	56886	UDP-glucose glycoprotein glucosyltransferase 1	UGGT1	HUGT1, UGCGL1, UGT1	9606	HGNC:15663
UGCGL2	55757	UDP-glucose glycoprotein glucosyltransferase 2	UGGT2	HUGT2, UGCGL2, UGT2	9606	HGNC:15664
UGGT2	55757	UDP-glucose glycoprotein glucosyltransferase 2	UGGT2	HUGT2, UGCGL2, UGT2	9606	HGNC:15664
UGP2	7360	UDP-glucose pyrophosphorylase 2	UGP2	DEE83, EIEE83, SVUGP2, UDPG, UDPGP	9606	HGNC:12527
UGT1A1	54658	UDP glucuronosyltransferase family 1 member A1	UGT1A1	BILIQTL1, GNT1, HUG-BR1, UDPGT, UDPGT 1-1	9606	HGNC:12530
UGT1A10	54575	UDP glucuronosyltransferase family 1 member A10	UGT1A10	GNT1, UDPGT, UGT-1A, UGT-1J, UGT1	9606	HGNC:12531
UGT1A3	54659	UDP glucuronosyltransferase family 1 member A3	UGT1A3	UDPGT, UDPGT 1-3, UGT-1C, UGT1-03, UGT1.3	9606	HGNC:12535
UGT1A4	54657	UDP glucuronosyltransferase family 1 member A4	UGT1A4	GNT1, HUG-BR2, UDPGT, UDPGT 1-4, UGT-1A	9606	HGNC:12536
UGT1A5	54579	UDP glucuronosyltransferase family 1 member A5	UGT1A5	UDPGT, UDPGT 1-5, UGT1E	9606	HGNC:12537
UGT1A6	54578	UDP glucuronosyltransferase family 1 member A6	UGT1A6	GNT1, HLUGP, HLUGP1, UDPGT, UDPGT 1-6	9606	HGNC:12538
UGT1A7	54577	UDP glucuronosyltransferase family 1 member A7	UGT1A7	GNT1, UDPGT, UDPGT 1-7, UGT-1A, UGT-1G	9606	HGNC:12539
UGT1A8	54576	UDP glucuronosyltransferase family 1 member A8	UGT1A8	GNT1, UDPGT, UDPGT 1-1, UDPGT 1-8, UGT-1A	9606	HGNC:12540
UGT1A9	54600	UDP glucuronosyltransferase family 1 member A9	UGT1A9	HLUGP4, LUGP4, UDPGT, UDPGT 1-9, UGT-1I	9606	HGNC:12541
UGT2A1	10941	UDP glucuronosyltransferase family 2 member A1 complex locus	UGT2A1	UDPGT2A1	9606	HGNC:12542
UGT2A2	574537	UDP glucuronosyltransferase family 2 member A2	UGT2A2	UDPGT 2A2	9606	HGNC:28183
UGT2A3	79799	UDP glucuronosyltransferase family 2 member A3	UGT2A3		9606	HGNC:28528
UGT2B10	7365	UDP glucuronosyltransferase family 2 member B10	UGT2B10	UDPGT2B10	9606	HGNC:12544
UGT2B11	10720	UDP glucuronosyltransferase family 2 member B11	UGT2B11		9606	HGNC:12545
UGT2B15	7366	UDP glucuronosyltransferase family 2 member B15	UGT2B15	HLUG4, UDPGT 2B8, UDPGT2B15, UDPGTH3, UGT2B8	9606	HGNC:12546
UGT2B17	7367	UDP glucuronosyltransferase family 2 member B17	UGT2B17	BMND12, UDPGT2B17	9606	HGNC:12547
UGT2B28	54490	UDP glucuronosyltransferase family 2 member B28	UGT2B28		9606	HGNC:13479
UGT2B4	7363	UDP glucuronosyltransferase family 2 member B4	UGT2B4	HLUG25, UDPGT2B4, UDPGTH1, UDPGTh-1, UGT2B11	9606	HGNC:12553
UGT2B7	7364	UDP glucuronosyltransferase family 2 member B7	UGT2B7	UDPGT 2B7, UDPGT 2B9, UDPGT2B7, UDPGTH2, UDPGTh-2	9606	HGNC:12554
UGT3A1	133688	UDP glycosyltransferase family 3 member A1	UGT3A1		9606	HGNC:26625
UGT3A2	167127	UDP glycosyltransferase family 3 member A2	UGT3A2		9606	HGNC:27266
UGT8	7368	UDP glycosyltransferase 8	UGT8	CGT, UGT4	9606	HGNC:12555
UHMK1	127933	U2AF homology motif kinase 1	UHMK1	KIS, KIST, P-CIP2	9606	HGNC:19683
UHRF1	29128	ubiquitin like with PHD and ring finger domains 1	UHRF1	ICBP90, Np95, RNF106, TDRD22, hNP95	9606	HGNC:12556
UHRF1BP1	54887	UHRF1 binding protein 1	UHRF1BP1	C6orf107, ICBP90, dJ349A12.1	9606	HGNC:21216
UHRF1BP1L	23074	UHRF1 binding protein 1 like	UHRF1BP1L	SHIP164	9606	HGNC:29102
UHRF2	115426	ubiquitin like with PHD and ring finger domains 2	UHRF2	NIRF, RNF107, TDRD23, URF2	9606	HGNC:12557
UIMC1	51720	ubiquitin interaction motif containing 1	UIMC1	RAP80, X2HRIP110	9606	HGNC:30298
ULBP1	80329	UL16 binding protein 1	ULBP1	N2DL-1, NKG2DL1, RAET1I	9606	HGNC:14893
ULBP2	80328	UL16 binding protein 2	ULBP2	ALCAN-alpha, N2DL2, NKG2DL2, RAET1H, RAET1L	9606	HGNC:14894
ULBP3	79465	UL16 binding protein 3	ULBP3	N2DL-3, NKG2DL3, RAET1N	9606	HGNC:14895
ULK1	8408	unc-51 like autophagy activating kinase 1	ULK1	ATG1, ATG1A, UNC51, Unc51.1, hATG1	9606	HGNC:12558
ULK2	9706	unc-51 like autophagy activating kinase 2	ULK2	ATG1B, Unc51.2	9606	HGNC:13480
ULK3	25989	unc-51 like kinase 3	ULK3		9606	HGNC:19703
ULK4	54986	unc-51 like kinase 4	ULK4	FAM7C1, REC01035	9606	HGNC:15784
FAM7A1	89838	ULK4 pseudogene 1	ULK4P1	D-X, FAM7A1	9606	HGNC:15775
UMOD	7369	uromodulin	UMOD	ADMCKD2, ADTKD1, FJHN, HNFJ, HNFJ1	9606	HGNC:12559
UMODL1	89766	uromodulin like 1	UMODL1		9606	HGNC:12560
UMODL1-AS1	150147	UMODL1 antisense RNA 1	UMODL1-AS1	C21orf128	9606	HGNC:23821
UMPS	7372	uridine monophosphate synthetase	UMPS	OPRT	9606	HGNC:12563
UNC119	9094	unc-119 lipid binding chaperone	UNC119	HRG4, IMD13, POC7, POC7A	9606	HGNC:12565
UNC119B	84747	unc-119 lipid binding chaperone B	UNC119B	POC7B	9606	HGNC:16488
UNC13A	23025	unc-13 homolog A	UNC13A	Munc13-1	9606	HGNC:23150
UNC13B	10497	unc-13 homolog B	UNC13B	MUNC13, UNC13, Unc13h2, munc13-2	9606	HGNC:12566
UNC13C	440279	unc-13 homolog C	UNC13C		9606	HGNC:23149
UNC13D	201294	unc-13 homolog D	UNC13D	FHL3, HLH3, HPLH3, Munc13-4	9606	HGNC:23147
UNC45A	55898	unc-45 myosin chaperone A	UNC45A	GC-UNC45, GCUNC-45, GCUNC45, IRO039700, SMAP-1	9606	HGNC:30594
UNC45B	146862	unc-45 myosin chaperone B	UNC45B	CMYA4, CTRCT43, MFM11, SMUNC45, UNC-45B	9606	HGNC:14304
UNC50	25972	unc-50 inner nuclear membrane RNA binding protein	UNC50	GMH1, HSD23, PDLs22, UNCL, URP	9606	HGNC:16046
UNC5A	90249	unc-5 netrin receptor A	UNC5A	UNC5H1	9606	HGNC:12567
UNC5B	219699	unc-5 netrin receptor B	UNC5B	UNC5H2, p53RDL1	9606	HGNC:12568
UNC5C	8633	unc-5 netrin receptor C	UNC5C	UNC5H3	9606	HGNC:12569
UNC5CL	222643	unc-5 family C-terminal like	UNC5CL	MUXA, ZUD	9606	HGNC:21203
UNC5D	137970	unc-5 netrin receptor D	UNC5D	PRO34692, Unc5h4	9606	HGNC:18634
KIAA1409	57578	unc-79 homolog, NALCN channel complex subunit	UNC79	KIAA1409	9606	HGNC:19966
UNC79	57578	unc-79 homolog, NALCN channel complex subunit	UNC79	KIAA1409	9606	HGNC:19966
UNC80	285175	unc-80 homolog, NALCN channel complex subunit	UNC80	C2orf21, UNC-80	9606	HGNC:26582
UNC93A	54346	unc-93 homolog A	UNC93A	Unc-93A, dJ366N23.1, dJ366N23.2	9606	HGNC:12570
UNC93B1	81622	unc-93 homolog B1, TLR signaling regulator	UNC93B1	IIAE1, UNC93, UNC93B, Unc-93B1	9606	HGNC:13481
UNCX	340260	UNC homeobox	UNCX	UNCX4.1	9606	HGNC:33194
UNG	7374	uracil DNA glycosylase	UNG	DGU, HIGM4, HIGM5, UDG, UNG1	9606	HGNC:12572
UNK	85451	unk zinc finger	UNK	UNKEMPT, ZC3H5, ZC3HDC5	9606	HGNC:29369
UNKL	64718	unk like zinc finger	UNKL	C16orf28, ZC3H5L, ZC3HDC5L	9606	HGNC:14184
UPB1	51733	beta-ureidopropionase 1	UPB1	BUP1	9606	HGNC:16297
UPF1	5976	UPF1 RNA helicase and ATPase	UPF1	HUPF1, NORF1, RENT1, UTF, pNORF1	9606	HGNC:9962
UPF2	26019	UPF2 regulator of nonsense mediated mRNA decay	UPF2	HUPF2, RENT2, smg-3	9606	HGNC:17854
UPF3A	65110	UPF3A regulator of nonsense mediated mRNA decay	UPF3A	HUPF3A, RENT3A, UPF3	9606	HGNC:20332
UPF3B	65109	UPF3B regulator of nonsense mediated mRNA decay	UPF3B	HUPF3B, MRX62, MRX82, MRXS14, RENT3B	9606	HGNC:20439
UPK1A	11045	uroplakin 1A	UPK1A	TSPAN21, UP1A, UPIA, UPKA	9606	HGNC:12577
UPK1B	7348	uroplakin 1B	UPK1B	TSPAN20, UPIB, UPK1	9606	HGNC:12578
UPK2	7379	uroplakin 2	UPK2	UP2, UPII	9606	HGNC:12579
UPK3A	7380	uroplakin 3A	UPK3A	UP3A, UPIII, UPIIIA, UPK3	9606	HGNC:12580
UPK3B	105375355	uroplakin 3B	UPK3B	P35, UP3B, UPIIIB	9606	HGNC:21444
UPK3BL	100134938	uroplakin 3B like 1	UPK3BL1	UPK3BL, UPLP	9606	HGNC:37278
UPP1	7378	uridine phosphorylase 1	UPP1	UDRPASE, UP, UPASE, UPP	9606	HGNC:12576
UPP2	151531	uridine phosphorylase 2	UPP2	UDRPASE2, UP2, UPASE2	9606	HGNC:23061
UPRT	139596	uracil phosphoribosyltransferase homolog	UPRT	FUR1, UPP	9606	HGNC:28334
UQCC	55245	ubiquinol-cytochrome c reductase complex assembly factor 1	UQCC1	BFZB, C20orf44, CBP3, UQCC	9606	HGNC:15891
UQCC1	55245	ubiquinol-cytochrome c reductase complex assembly factor 1	UQCC1	BFZB, C20orf44, CBP3, UQCC	9606	HGNC:15891
C6ORF125	84300	ubiquinol-cytochrome c reductase complex assembly factor 2	UQCC2	C6orf125, C6orf126, Cbp6, M19, MC3DN7	9606	HGNC:21237
MNF1	84300	ubiquinol-cytochrome c reductase complex assembly factor 2	UQCC2	C6orf125, C6orf126, Cbp6, M19, MC3DN7	9606	HGNC:21237
UQCC2	84300	ubiquinol-cytochrome c reductase complex assembly factor 2	UQCC2	C6orf125, C6orf126, Cbp6, M19, MC3DN7	9606	HGNC:21237
C11ORF83	790955	ubiquinol-cytochrome c reductase complex assembly factor 3	UQCC3	C11orf83, CCDS41658.1, MC3DN9, UNQ655	9606	HGNC:34399
UQCR10	29796	ubiquinol-cytochrome c reductase, complex III subunit X	UQCR10	HSPC051, HSPC119, HSPC151, QCR9, UCCR7.2	9606	HGNC:30863
UQCR	10975	ubiquinol-cytochrome c reductase, complex III subunit XI	UQCR11	0710008D09Rik, QCR10, UQCR	9606	HGNC:30862
UQCR11	10975	ubiquinol-cytochrome c reductase, complex III subunit XI	UQCR11	0710008D09Rik, QCR10, UQCR	9606	HGNC:30862
UQCRB	7381	ubiquinol-cytochrome c reductase binding protein	UQCRB	MC3DN3, QCR7, QP-C, QPC, UQBC	9606	HGNC:12582
UQCRBP1	442454	ubiquinol-cytochrome c reductase binding protein pseudogene 1	UQCRBP1		9606	HGNC:12583
UQCRC1	7384	ubiquinol-cytochrome c reductase core protein 1	UQCRC1	D3S3191, PKNPY, QCR1, UQCR1	9606	HGNC:12585
UQCRC2	7385	ubiquinol-cytochrome c reductase core protein 2	UQCRC2	MC3DN5, QCR2, UQCR2	9606	HGNC:12586
UQCRFS1	7386	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	UQCRFS1	MC3DN10, RIP1, RIS1, RISP, UQCR5	9606	HGNC:12587
UQCRFSL1	100128525	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1	UQCRFS1P1	UQCRFSL1	9606	HGNC:12588
UQCRH	7388	ubiquinol-cytochrome c reductase hinge protein	UQCRH	QCR6, UQCR8	9606	HGNC:12590
UQCRQ	27089	ubiquinol-cytochrome c reductase complex III subunit VII	UQCRQ	MC3DN4, QCR8, QP-C, QPC, UQCR7	9606	HGNC:29594
PRHOXNB	646625	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	URAD	PRHOXNB	9606	HGNC:17785
URB1	9875	URB1 ribosome biogenesis homolog	URB1	C21orf108, NPA1	9606	HGNC:17344
C21ORF119	84996	URB1 antisense RNA 1 (head to head)	URB1-AS1	C21orf119, PRED84	9606	HGNC:23128
KIAA0133	9816	URB2 ribosome biogenesis homolog	URB2	KIAA0133, NET10, NPA2	9606	HGNC:28967
URB2	9816	URB2 ribosome biogenesis homolog	URB2	KIAA0133, NET10, NPA2	9606	HGNC:28967
URGCP	55665	upregulator of cell proliferation	URGCP	URG4	9606	HGNC:30890
URGCP-MRPS24	100534592	URGCP-MRPS24 readthrough	URGCP-MRPS24		9606	HGNC:49188
C19ORF2	8725	URI1 prefoldin like chaperone	URI1	C19orf2, NNX3, PPP1R19, RMP, URI	9606	HGNC:13236
URI1	8725	URI1 prefoldin like chaperone	URI1	C19orf2, NNX3, PPP1R19, RMP, URI	9606	HGNC:13236
URM1	81605	ubiquitin related modifier 1	URM1	C9orf74	9606	HGNC:28378
UROC1	131669	urocanate hydratase 1	UROC1	HMFN0320, UROCD	9606	HGNC:26444
UROD	7389	uroporphyrinogen decarboxylase	UROD	PCT, UPD	9606	HGNC:12591
UROS	7390	uroporphyrinogen III synthase	UROS	UROIIIS	9606	HGNC:12592
C16ORF57	79650	U6 snRNA biogenesis phosphodiesterase 1	USB1	C16orf57, HVSL1, Mpn1, PN, hUsb1	9606	HGNC:25792
USB1	79650	U6 snRNA biogenesis phosphodiesterase 1	USB1	C16orf57, HVSL1, Mpn1, PN, hUsb1	9606	HGNC:25792
USE1	55850	unconventional SNARE in the ER 1	USE1	D12, MDS032, P31, SLT1	9606	HGNC:30882
USF1	7391	upstream transcription factor 1	USF1	FCHL, FCHL1, HYPLIP1, MLTF, MLTFI	9606	HGNC:12593
